Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
12/19/2018,82.5,82.5,82.5,82.5,-0.2,-0.24%,0,0
12/18/2018,82.7,82.7,82.7,82.7,-0.85,-1.02%,0,0
12/17/2018,83.55,83.55,83.55,83.55,-0.35,-0.42%,0,0
12/14/2018,83.9,83.9,83.9,83.9,0.85,+1.02%,0,0
12/13/2018,83.05,83.05,83.05,83.05,0.45,+0.54%,0,0
12/12/2018,82.6,82.6,82.6,82.6,0.25,+0.30%,0,0
12/11/2018,82.35,82.35,82.35,82.35,0.2,+0.24%,0,0
12/10/2018,82.15,82.15,82.15,82.15,0,0.00%,0,0
12/07/2018,82.15,82.15,82.15,82.15,0.3,+0.37%,0,0
12/06/2018,81.85,81.85,81.85,81.85,-0.05,-0.06%,0,0
12/05/2018,81.9,81.9,81.9,81.9,-0.2,-0.24%,0,0
12/04/2018,82.1,82.1,82.1,82.1,0.45,+0.55%,0,0
12/03/2018,81.65,81.65,81.65,81.65,-0.7,-0.85%,0,0
11/30/2018,82.35,82.35,82.25,82.35,0.1,+0.12%,0,0
11/29/2018,82.25,82.25,82.25,82.25,1.05,+1.29%,0,0
11/28/2018,81.2,81.2,81.2,81.2,-0.25,-0.31%,0,0
11/27/2018,81.45,81.45,81.45,81.45,-0.35,-0.43%,0,0
11/26/2018,81.8,81.8,81.8,81.8,1.9,+2.38%,0,0
11/23/2018,79.9,79.9,79.9,79.9,0.4,+0.50%,0,0
11/21/2018,79.5,79.5,79.5,79.5,0.3,+0.38%,0,0
11/20/2018,79.2,79.2,79.2,79.2,-0.6,-0.75%,0,0
11/19/2018,79.8,79.8,79.8,79.8,-0.05,-0.06%,0,0
11/16/2018,79.85,79.85,79.85,79.85,-2.9,-3.50%,0,0
11/15/2018,82.75,82.75,82.75,82.75,0.75,+0.91%,0,0
11/14/2018,82,82,82,82,-1.35,-1.62%,0,0
11/13/2018,83.35,83.35,83.35,83.35,-1.75,-2.06%,0,0
11/12/2018,85.1,85.1,85.1,85.1,1.95,+2.35%,0,0
11/09/2018,83.15,83.15,83.15,83.15,1.3,+1.59%,0,0
11/08/2018,81.85,81.85,81.85,81.85,-1,-1.21%,0,0
11/07/2018,82.85,82.85,82.85,82.85,2.15,+2.66%,0,0
11/06/2018,80.7,80.7,80.7,80.7,-0.25,-0.31%,0,0
11/05/2018,80.95,80.95,80.95,80.95,-2.1,-2.53%,0,0
11/02/2018,83.05,83.05,83.05,83.05,0.25,+0.30%,0,0
11/01/2018,82.8,82.8,82.8,82.8,-1.7,-2.01%,0,0
10/31/2018,84.5,84.5,84.5,84.5,-1.15,-1.34%,0,0
10/30/2018,85.65,85.65,85.65,85.65,0.25,+0.29%,0,0
10/29/2018,85.4,85.4,85.4,85.4,1.35,+1.61%,0,0
10/26/2018,84.05,84.05,84.05,84.05,-0.75,-0.88%,0,0
10/25/2018,84.8,84.8,84.8,84.8,-0.95,-1.11%,0,0
10/24/2018,85.75,85.75,85.75,85.75,-0.7,-0.81%,0,0
10/23/2018,86.45,86.45,86.45,86.45,-1,-1.14%,0,0
10/22/2018,87.45,87.45,87.45,87.45,-0.45,-0.51%,0,0
10/19/2018,87.9,87.9,87.9,87.9,1.05,+1.21%,0,0
10/18/2018,86.85,86.85,86.85,86.85,0.55,+0.64%,0,0
10/17/2018,86.3,86.3,86.3,86.3,0.2,+0.23%,0,0
10/16/2018,86.1,86.1,86.1,86.1,1.25,+1.47%,0,0
10/15/2018,84.85,84.85,84.85,84.85,-0.85,-0.99%,0,0
10/12/2018,85.7,85.7,85.7,85.7,0.95,+1.12%,0,0
10/11/2018,84.75,84.75,84.75,84.75,-0.8,-0.94%,0,0
10/10/2018,85.55,85.55,85.55,85.55,-2.4,-2.73%,0,0
10/09/2018,87.95,87.95,87.95,87.95,-0.15,-0.17%,0,0
10/08/2018,88.1,88.1,88.1,88.1,-1.2,-1.34%,0,0
10/05/2018,89.3,89.3,89.3,89.3,-0.3,-0.33%,0,0
10/04/2018,89.6,89.6,89.6,89.6,1.15,+1.30%,0,0
10/03/2018,88.45,88.45,88.45,88.45,1.45,+1.67%,0,0
10/02/2018,87,87,87,87,-0.15,-0.17%,0,0
10/01/2018,87.15,87.15,87.15,87.15,1.35,+1.57%,0,0
09/28/2018,85.8,85.8,85.8,85.8,0.9,+1.06%,0,0
09/27/2018,84.9,84.9,84.9,84.9,-0.7,-0.82%,0,0
09/26/2018,85.6,85.6,85.6,85.6,0.25,+0.29%,0,0
09/25/2018,85.35,85.35,85.35,85.35,-1.25,-1.44%,0,0
