Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
11/08/2021,102.25,102.25,102.25,102.25,4.85,+4.98%,9,997
11/05/2021,97.4,97.4,97.4,97.4,0.85,+0.88%,19,1000
11/04/2021,96.55,96.55,96.55,96.55,-4.2,-4.17%,12,995
11/03/2021,100.75,100.75,100.75,100.75,10.75,+11.94%,27,991
11/02/2021,90,90,90,90,3.6,+4.17%,37,1007
11/01/2021,86.4,86.4,86.4,86.4,-3.05,-3.41%,11,979
10/29/2021,89.45,89.45,89.45,89.45,-6.15,-6.43%,18,969
10/28/2021,95.6,95.6,95.6,95.6,-0.05,-0.05%,38,966
10/27/2021,95.65,95.65,95.65,95.65,-2.6,-2.65%,13,956
10/26/2021,98.25,98.25,98.25,98.25,1.2,+1.24%,111,957
10/25/2021,97.05,97.05,97.05,97.05,-0.1,-0.10%,53,860
10/22/2021,97.6,97.15,97.15,97.15,-5.8,-5.63%,8,867
10/21/2021,102.95,102.95,102.95,102.95,-10.7,-9.41%,29,870
10/20/2021,113.65,113.65,113.65,113.65,-0.2,-0.18%,13,874
10/19/2021,113.85,113.85,113.85,113.85,-0.7,-0.61%,25,878
10/18/2021,114.55,114.55,114.55,114.55,-2.1,-1.80%,33,872
10/15/2021,116.65,116.65,116.65,116.65,-3.85,-3.20%,48,868
10/14/2021,120.5,120.5,120.5,120.5,6.6,+5.79%,26,861
10/13/2021,114.3,114.3,113.9,113.9,-1.65,-1.43%,6,858
10/12/2021,115.55,115.55,115.55,115.55,4.35,+3.91%,16,857
10/11/2021,110.3,111.2,110.3,111.2,6.25,+5.96%,51,859
10/08/2021,104.85,104.95,104.95,104.95,-9.2,-8.06%,51,837
10/07/2021,114.15,114.15,114.15,114.15,-0.65,-0.57%,100,806
10/06/2021,180.5,114.8,114.8,114.8,-28,-19.61%,14,785
10/05/2021,142.8,142.8,142.8,142.8,2.1,+1.49%,11,774
10/04/2021,140.7,140.7,140.7,140.7,3.15,+2.29%,9,769
10/01/2021,137.55,137.55,137.55,137.55,6.2,+4.72%,14,769
09/30/2021,131.35,131.35,131.35,131.35,7.1,+5.71%,58,766
09/29/2021,124.25,124.25,124.25,124.25,3.35,+2.77%,58,766
09/28/2021,120.9,120.9,120.9,120.9,-5.85,-4.62%,29,749
09/27/2021,126.75,126.75,126.75,126.75,8.1,+6.83%,85,745
09/24/2021,118.65,118.65,118.65,118.65,4.55,+3.99%,9,746
09/23/2021,114.1,114.1,114.1,114.1,3.05,+2.75%,35,747
09/22/2021,111.05,111.05,111.05,111.05,5.6,+5.31%,17,763
09/21/2021,105.45,105.45,105.45,105.45,-2,-1.86%,4,754
09/20/2021,107.45,107.45,107.45,107.45,-0.9,-0.83%,15,754
09/17/2021,108.35,108.35,108.35,108.35,5.25,+5.09%,20,745
09/16/2021,103.1,103.1,103.1,103.1,-7.65,-6.91%,30,748
09/15/2021,110.75,110.75,110.75,110.75,-0.35,-0.32%,10,755
09/14/2021,111.1,111.1,111.1,111.1,-0.55,-0.49%,14,755
09/13/2021,111.65,111.65,111.65,111.65,2.9,+2.67%,55,755
09/10/2021,108.75,108.75,108.75,108.75,2.15,+2.02%,3,722
09/09/2021,106.6,106.6,106.6,106.6,2.5,+2.40%,17,723
09/08/2021,104.1,104.1,104.1,104.1,0,0.00%,26,726
09/07/2021,104.1,104.1,104.1,104.1,3.45,+3.43%,84,731
09/03/2021,100.65,100.65,100.65,100.65,2,+2.03%,83,722
09/02/2021,98.65,98.65,98.65,98.65,-0.3,-0.30%,28,665
09/01/2021,98.95,98.95,98.95,98.95,0.25,+0.25%,48,654
08/31/2021,98.7,98.7,98.7,98.7,2.6,+2.71%,27,666
08/30/2021,96.1,96.1,96.1,96.1,0,0.00%,14,659
08/27/2021,96.1,96.1,96.1,96.1,2.05,+2.18%,14,659
08/26/2021,94.05,94.05,94.05,94.05,-0.65,-0.69%,2,654
08/25/2021,94.7,94.7,94.7,94.7,-1.65,-1.71%,31,654
08/24/2021,96.35,96.35,96.35,96.35,4.95,+5.42%,11,646
08/23/2021,91.4,91.4,91.4,91.4,1.8,+2.01%,7,637
08/20/2021,89.6,89.6,89.6,89.6,-2.5,-2.71%,45,633
08/19/2021,92.1,92.1,92.1,92.1,-1.5,-1.60%,4,648
08/18/2021,93.6,93.6,93.6,93.6,0.15,+0.16%,13,649
08/17/2021,93.45,93.45,93.45,93.45,0.5,+0.54%,135,646
08/16/2021,92.95,92.95,92.95,92.95,3.6,+4.03%,119,564
08/13/2021,89.35,89.35,89.35,89.35,-0.05,-0.06%,9,562
08/12/2021,89.4,89.4,89.4,89.4,0.8,+0.90%,9,562
08/11/2021,88.6,88.6,88.6,88.6,2.45,+2.84%,12,563
08/10/2021,86.15,86.15,86.15,86.15,-0.85,-0.98%,7,563
08/09/2021,87,87,87,87,2.25,+2.65%,14,560
08/06/2021,84.75,84.75,84.75,84.75,0.85,+1.01%,16,559
08/05/2021,83.9,83.9,83.9,83.9,0.95,+1.15%,31,557
08/04/2021,82.95,82.95,82.95,82.95,-0.5,-0.60%,18,544
08/03/2021,83.45,83.45,83.45,83.45,0.7,+0.85%,13,544
08/02/2021,82.75,82.75,82.75,82.75,1.55,+1.91%,10,537
07/30/2021,81.2,81.2,81.2,81.2,-1.5,-1.81%,7,533
07/29/2021,82.7,82.7,82.7,82.7,-0.25,-0.30%,15,528
07/28/2021,82.95,82.95,82.95,82.95,1,+1.22%,16,528
07/27/2021,81.95,81.95,81.95,81.95,-0.4,-0.49%,12,522
07/26/2021,82.35,82.35,82.35,82.35,0.65,+0.80%,1,517
07/23/2021,81.7,81.7,81.7,81.7,0.6,+0.74%,3,518
07/22/2021,81.1,81.1,81.1,81.1,-1.4,-1.70%,3,518
07/21/2021,82.5,82.5,82.5,82.5,1.2,+1.48%,9,520
07/20/2021,81.3,81.3,81.3,81.3,0,0.00%,27,518
07/19/2021,81.3,81.3,81.3,81.3,0.25,+0.31%,29,510
07/16/2021,81.05,81.05,81.05,81.05,0.6,+0.75%,6,492
07/15/2021,80.45,80.45,80.45,80.45,-0.5,-0.62%,9,492
07/14/2021,80.95,80.95,80.95,80.95,1.35,+1.70%,14,496
07/13/2021,79.6,79.6,79.6,79.6,1.15,+1.47%,42,487
07/12/2021,78.45,78.45,78.45,78.45,-0.1,-0.13%,19,448
07/09/2021,78.55,78.55,78.55,78.55,1.8,+2.35%,33,439
07/08/2021,76.75,76.75,76.75,76.75,0.55,+0.72%,2,453
07/07/2021,76.2,76.2,76.2,76.2,0.45,+0.59%,12,453
07/06/2021,75.75,75.75,75.75,75.75,-0.85,-1.11%,39,457
07/02/2021,76.6,76.6,76.6,76.6,-0.7,-0.91%,9,0
07/01/2021,77.3,77.3,77.3,77.3,-1.45,-1.84%,23,448
06/30/2021,78.75,78.75,78.75,78.75,0.7,+0.90%,27,447
06/29/2021,78.05,78.05,78.05,78.05,0.25,+0.32%,8,452
06/28/2021,77.8,77.8,77.8,77.8,-0.2,-0.26%,27,452
06/25/2021,78,78,78,78,-0.1,-0.13%,14,444
06/24/2021,78.1,78.1,78.1,78.1,0.25,+0.32%,7,439
06/23/2021,77.85,77.85,77.85,77.85,-0.05,-0.06%,14,435
06/22/2021,77.9,77.9,77.9,77.9,1.5,+1.96%,17,433
06/21/2021,76.4,76.4,76.4,76.4,-0.2,-0.26%,3,434
06/18/2021,76.6,76.6,76.6,76.6,0.1,+0.13%,11,432
06/17/2021,76.5,76.5,76.5,76.5,0.9,+1.19%,12,433
06/16/2021,75.6,75.6,75.6,75.6,0.1,+0.13%,20,431
06/15/2021,75.5,75.5,75.5,75.5,-0.8,-1.05%,18,443
06/14/2021,76.3,76.3,76.3,76.3,-0.65,-0.84%,13,442
06/11/2021,76.95,76.95,76.95,76.95,-0.85,-1.09%,25,439
06/10/2021,77.8,77.8,77.8,77.8,0.35,+0.45%,55,441
06/09/2021,77.45,77.45,77.45,77.45,1.05,+1.37%,24,439
06/08/2021,76.4,76.4,76.4,76.4,-0.15,-0.20%,31,429
06/07/2021,76.55,76.55,76.55,76.55,1.15,+1.53%,21,426
06/04/2021,75.4,75.4,75.4,75.4,-1.8,-2.33%,29,431
06/03/2021,77.2,77.2,77.2,77.2,0.4,+0.52%,15,417
06/02/2021,76.8,76.8,76.8,76.8,-0.55,-0.71%,10,419
06/01/2021,77.35,77.35,77.35,77.35,1.15,+1.51%,15,413
05/28/2021,76.2,77.9,76.2,76.2,-0.1,-0.13%,6,0
05/27/2021,76.3,76.3,76.3,76.3,-1.65,-2.12%,8,420
05/26/2021,77.95,77.95,77.95,77.95,-0.75,-0.95%,23,423
05/25/2021,78.7,78.7,78.7,78.7,1.5,+1.94%,28,425
05/24/2021,77.2,77.2,77.2,77.2,1.3,+1.71%,4,428
05/21/2021,75.9,75.9,75.9,75.9,0.15,+0.20%,22,430
05/20/2021,75.75,75.75,75.75,75.75,1.8,+2.43%,17,423
05/19/2021,73.95,73.95,73.95,73.95,-0.8,-1.07%,8,423
05/18/2021,74.75,74.75,74.75,74.75,-0.15,-0.20%,14,421
05/17/2021,74.9,74.9,74.9,74.9,-1.45,-1.90%,34,446
05/14/2021,76.35,76.35,76.35,76.35,0.4,+0.53%,20,414
05/13/2021,75.95,75.95,75.95,75.95,-1.2,-1.56%,12,414
05/12/2021,77.15,77.15,77.15,77.15,1.1,+1.45%,8,407
05/11/2021,76.05,76.05,76.05,76.05,-0.45,-0.59%,17,411
05/10/2021,76.5,76.5,76.5,76.5,0.2,+0.26%,28,414
05/07/2021,76.3,76.3,76.3,76.3,0.7,+0.93%,12,413
05/06/2021,75.6,75.6,75.6,75.6,0.25,+0.33%,11,420
05/05/2021,75.35,75.35,75.35,75.35,0.05,+0.07%,10,423
05/04/2021,75.3,75.3,75.3,75.3,-0.05,-0.07%,11,426
05/03/2021,75.35,75.35,75.35,75.35,0,0.00%,26,428
04/30/2021,75.35,75.35,75.35,75.35,0.85,+1.14%,26,428
04/29/2021,74.5,74.5,74.5,74.5,-0.05,-0.07%,14,418
04/28/2021,74.55,74.55,74.55,74.55,0.5,+0.68%,11,409
04/27/2021,74.05,74.05,74.05,74.05,1.1,+1.51%,11,409
04/26/2021,72.95,72.95,72.95,72.95,0,0.00%,2,412
04/23/2021,72.95,72.95,72.95,72.95,-1,-1.35%,18,413
04/22/2021,73.95,73.95,73.95,73.95,-0.55,-0.74%,11,403
04/21/2021,74.5,74.5,74.5,74.5,0.7,+0.95%,11,399
04/20/2021,73.8,73.8,73.8,73.8,-0.55,-0.74%,23,399
04/19/2021,74.35,74.35,74.35,74.35,-1.05,-1.39%,22,391
04/16/2021,75.4,75.4,75.4,75.4,2.05,+2.79%,69,380
04/15/2021,73.35,73.35,73.35,73.35,1.65,+2.30%,10,383
04/14/2021,71.7,71.7,71.7,71.7,0.7,+0.99%,11,381
04/13/2021,71,71,71,71,0.25,+0.35%,24,384
04/12/2021,70.75,70.75,70.75,70.75,0.55,+0.78%,6,384
04/09/2021,70.2,70.2,70.2,70.2,0.3,+0.43%,10,384
04/08/2021,69.9,69.9,69.9,69.9,-1.25,-1.76%,19,383
04/07/2021,71.15,71.15,71.15,71.15,-0.7,-0.97%,21,381
04/06/2021,71.85,71.85,71.85,71.85,0.2,+0.28%,4,372
04/05/2021,71.65,71.65,71.65,71.65,0,0.00%,0,372
04/02/2021,71.65,71.65,71.65,71.65,0,0.00%,0,372
04/01/2021,71.65,71.65,71.65,71.65,0.35,+0.49%,7,0
03/31/2021,71.3,71.3,71.3,71.3,-0.15,-0.21%,8,372
03/30/2021,71.45,71.45,71.45,71.45,-0.3,-0.42%,7,371
03/29/2021,71.75,71.75,71.75,71.75,-0.05,-0.07%,14,371
03/26/2021,71.8,71.8,71.8,71.8,0.95,+1.34%,16,371
03/25/2021,70.85,70.85,70.85,70.85,-0.65,-0.91%,34,368
03/24/2021,71.5,71.5,71.5,71.5,0.1,+0.14%,14,365
03/23/2021,71.4,71.4,71.4,71.4,-0.9,-1.24%,48,363
03/22/2021,72.3,72.3,72.3,72.3,1.95,+2.77%,36,339
03/19/2021,70.35,70.35,70.35,70.35,-0.05,-0.07%,19,331
03/18/2021,70.4,70.4,70.4,70.4,-0.25,-0.35%,46,333
03/17/2021,70.65,70.65,70.65,70.65,1.9,+2.76%,51,337
03/16/2021,68.75,68.75,68.75,68.75,-0.2,-0.29%,18,342
03/15/2021,68.95,68.95,68.95,68.95,-0.05,-0.07%,11,344
03/12/2021,69,69,69,69,0.2,+0.29%,6,347
03/11/2021,68.8,68.8,68.8,68.8,0.1,+0.15%,20,349
03/10/2021,68.7,68.7,68.7,68.7,0.15,+0.22%,35,347
03/09/2021,68.55,68.55,68.55,68.55,1.05,+1.56%,17,345
03/08/2021,67.5,67.5,67.5,67.5,-0.8,-1.17%,25,344
03/05/2021,68.3,68.3,68.3,68.3,-0.1,-0.15%,22,350
03/04/2021,68.4,68.4,68.4,68.4,-0.9,-1.30%,44,347
03/03/2021,69.3,69.3,69.3,69.3,-0.65,-0.93%,23,345
03/02/2021,69.95,69.95,69.95,69.95,0.65,+0.94%,27,343
03/01/2021,69.3,69.3,69.3,69.3,0.55,+0.80%,25,352
02/26/2021,68.75,68.75,68.75,68.75,0.15,+0.22%,16,356
02/25/2021,68.6,68.6,68.6,68.6,0.05,+0.07%,30,349
02/24/2021,68.55,68.55,68.55,68.55,1.8,+2.70%,43,348
02/23/2021,66.75,66.75,66.75,66.75,0.25,+0.38%,23,341
02/22/2021,66.5,66.5,66.5,66.5,1.3,+1.99%,16,347
02/19/2021,65.2,65.2,65.2,65.2,0.25,+0.38%,9,346
02/18/2021,64.95,64.95,64.95,64.95,1.35,+2.12%,29,342
02/17/2021,63.6,63.6,63.6,63.6,0.1,+0.16%,22,350
02/16/2021,63.5,63.5,63.5,63.5,-1.9,-2.91%,55,346
02/12/2021,65.4,65.4,65.4,65.4,-0.8,-1.21%,15,0
02/11/2021,66.2,66.2,66.2,66.2,0,0.00%,44,329
02/10/2021,66.2,66.2,66.2,66.2,-0.85,-1.27%,21,324
02/09/2021,67.05,67.05,67.05,67.05,0.45,+0.68%,22,311
02/08/2021,66.6,66.6,66.6,66.6,1.15,+1.76%,12,315
02/05/2021,65.45,65.45,65.45,65.45,0.35,+0.54%,18,315
02/04/2021,65.1,65.1,65.1,65.1,0.6,+0.93%,19,316
02/03/2021,64.5,64.5,64.5,64.5,-2.05,-3.08%,35,314
02/02/2021,66.55,66.55,66.55,66.55,1,+1.53%,42,307
02/01/2021,65.55,65.55,65.55,65.55,-3.25,-4.72%,50,303
01/29/2021,68.8,68.8,68.8,68.8,-0.75,-1.08%,23,292
01/28/2021,69.55,69.55,69.55,69.55,1.15,+1.68%,61,290
01/27/2021,68.4,68.4,68.4,68.4,1.1,+1.63%,38,275
01/26/2021,67.3,67.3,67.3,67.3,0.85,+1.28%,46,271
01/25/2021,66.45,66.45,66.45,66.45,-0.45,-0.67%,22,261
01/22/2021,66.9,66.9,66.9,66.9,-0.7,-1.04%,32,252
01/21/2021,67.6,67.6,67.6,67.6,-1.05,-1.53%,46,254
01/20/2021,68.65,68.65,68.65,68.65,-0.45,-0.65%,18,235
01/19/2021,69.1,69.1,69.1,69.1,-0.05,-0.07%,78,234
01/15/2021,69.15,69.15,69.15,69.15,-2.85,-3.96%,35,0
01/14/2021,72,72,72,72,-0.9,-1.23%,44,230
01/13/2021,72.9,72.9,72.9,72.9,-1.3,-1.75%,50,227
01/12/2021,74.2,74.2,74.2,74.2,2.5,+3.49%,61,227
01/11/2021,71.7,71.7,71.7,71.7,-0.35,-0.49%,20,242
01/08/2021,72.05,72.05,72.05,72.05,1.35,+1.91%,55,247
01/07/2021,70.7,70.7,70.7,70.7,0.9,+1.29%,38,270
01/06/2021,69.8,69.8,69.8,69.8,-0.7,-0.99%,37,287
01/05/2021,70.5,70.5,70.5,70.5,-3.15,-4.28%,60,288
01/04/2021,73.65,73.65,73.65,73.65,1.9,+2.65%,19,282
"Downloaded from Barchart.com as of 03-14-2022 02:53pm CDT"
